url,label,hostname,domain_age_days,domain_lifespan_days,has_ssl,cert_issuer,cert_validity_days
cambly.com,0,cambly.com,5424,6209,1,Amazon,394
news12.com,0,news12.com,10991,11322,1,Let's Encrypt,89
adokutcontextual.com,0,adokutcontextual.com,2432,2557,1,Unizeto Technologies S.A.,364
columbia.edu,0,columbia.edu,14686,15366,1,Google Trust Services,90
https://de-29300.firebaseapp.com/,1,de-29300.firebaseapp.com,-1,-1,1,Google Trust Services,89
https://pub-313b636324fd4678a4a5d96493f238eb.r2.dev/index.html,1,pub-313b636324fd4678a4a5d96493f238eb.r2.dev,-1,-1,0,None,-1
https://docs.google.com/presentation/d/e/2PACX-1vTBrkSlxpBWSA-d7TquVQudEqxrhaBVDM6XHStcGqDcYCxBHfbRR_uQBrO0ESa04i44TprKoFq-Du-m/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,1,docs.google.com,-1,-1,1,Google Trust Services,83
https://safecuberedesigned-octo-carnival.pages.dev,1,safecuberedesigned-octo-carnival.pages.dev,-1,-1,0,None,-1
monsoon.co.uk,0,monsoon.co.uk,10641,10750,1,DigiCert Inc,364
https://likoajud-093.weebly.com/,1,likoajud-093.weebly.com,7113,7304,1,Let's Encrypt,89
nodacdn.net,0,nodacdn.net,3506,3653,1,Let's Encrypt,89
omnisend.com,0,omnisend.com,4357,4748,1,Google Trust Services,90
https://l.ead.me/bfbP7V,1,l.ead.me,3621,4018,1,Amazon,394
judge.me,0,judge.me,6239,9496,1,Amazon,395
labcorp.com,0,labcorp.com,11027,11322,1,Google Trust Services,90
esy.es,0,esy.es,-1,-1,0,None,-1
marutisuzuki.com,0,marutisuzuki.com,9703,10227,1,GlobalSign nv-sa,396
https://q-r.to/bfeugO,1,q-r.to,-1,-1,1,Amazon,394
https://app.apoionoresgate.click/,1,app.apoionoresgate.click,-1,-1,0,None,-1
https://cdn.copperdigital.net/index.html,1,cdn.copperdigital.net,785,1096,0,None,-1
ykdgmofwi.com,0,ykdgmofwi.com,218,365,0,None,-1
https://bit.ly/4diFKTC,1,bit.ly,-1,-1,1,DigiCert Inc,364
https://liendemail01.wixsite.com/my-site,1,liendemail01.wixsite.com,-1,-1,0,None,-1
fandango.com,0,fandango.com,11000,11222,1,DigiCert Inc,365
https://www.rryyr.net,1,www.rryyr.net,289,365,0,None,-1
https://specturmiiailerweb.weebly.com/,1,specturmiiailerweb.weebly.com,7113,7304,0,None,-1
wambacdn.net,0,wambacdn.net,-1,-1,1,GlobalSign nv-sa,396
https://new.express.adobe.com/webpage/mRjX69yItBVhv,1,new.express.adobe.com,14185,14425,1,Amazon,394
https://pub-4eab1aa05e48426ab03821782cfaed54.r2.dev/index.html,1,pub-4eab1aa05e48426ab03821782cfaed54.r2.dev,-1,-1,0,None,-1
browsehappy.com,0,browsehappy.com,7749,8035,1,Let's Encrypt,89
https://prwtsupportbpfr.firebaseapp.com/,1,prwtsupportbpfr.firebaseapp.com,-1,-1,0,None,-1
https://docs.google.com/drawings/d/1LSLIWm2KnusDtJA6S1B88gGPgpVzYNSi_OSlREAXgbE/edit,1,docs.google.com,-1,-1,1,Google Trust Services,83
base44.com,0,base44.com,388,730,1,Google Trust Services,89
whecloud.com,0,whecloud.com,2910,3287,0,None,-1
https://zpr.io/uAGgdqqVxPpc,1,zpr.io,4693,5844,1,Amazon,394
pleo.io,0,pleo.io,3634,6575,1,Amazon,393
sfile.mobi,0,sfile.mobi,-1,-1,1,Google Trust Services,90
faqserv.com,0,faqserv.com,-1,-1,0,None,-1
cqc.org.uk,0,cqc.org.uk,7379,7670,1,GlobalSign nv-sa,396
pvip.se,0,pvip.se,768,1096,1,Google Trust Services,90
https://scootjames771.activehosted.com/f/1,1,scootjames771.activehosted.com,7687,8035,1,Google Trust Services,90
devex.com,0,devex.com,8042,8401,1,Amazon,394
https://docs.google.com/presentation/d/1cV4c4JkHBmtRKqBGBQ_kaT2SkqrlxuWizko_K3y0_CM/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,1,docs.google.com,-1,-1,1,Google Trust Services,83
https://quotation-pdf.weebly.com/,1,quotation-pdf.weebly.com,7113,7304,0,None,-1
fastscr.cc,0,fastscr.cc,143,365,0,None,-1
https://mnuhjj.weebly.com/,1,mnuhjj.weebly.com,7113,7304,1,Let's Encrypt,89
pg-demo.com,0,pg-demo.com,2354,2557,0,None,-1
prepscholar.com,0,prepscholar.com,4452,4748,1,Google Trust Services,90
wane.com,0,wane.com,-1,-1,1,Let's Encrypt,89
turbovpn.com,0,turbovpn.com,-1,-1,1,Amazon,393
rackspacecloud.com,0,rackspacecloud.com,6302,6574,0,None,-1
bsclink.cn,0,bsclink.cn,3471,3652,0,None,-1
zooplus.co.uk,0,zooplus.co.uk,9544,9862,1,Amazon,395
https://home-ledgre-login.pages.dev/,1,home-ledgre-login.pages.dev,-1,-1,1,Google Trust Services,90
http://allegrolokalnie.pl-31421.cfd,1,allegrolokalnie.pl-31421.cfd,1,365,1,"CLOUDFLARE, INC.",90
chiefs.com,0,chiefs.com,10643,10956,1,Let's Encrypt,89
coloros.com,0,coloros.com,5584,7305,0,None,-1
umj.ac.id,0,umj.ac.id,-1,-1,1,GlobalSign nv-sa,396
https://clad.za.com/,1,clad.za.com,-1,-1,1,Google Trust Services,90
https://qrco.de/bfTQ0q,1,qrco.de,-1,-1,1,Amazon,394
https://yapebolivia.webcindario.com/,1,yapebolivia.webcindario.com,8968,10592,1,Let's Encrypt,89
automobile-magazine.fr,0,automobile-magazine.fr,-1,-1,1,Let's Encrypt,89
3playmedia.com,0,3playmedia.com,-1,-1,1,Amazon,395
https://www.dropbox.com/scl/fi/81cwrzp55if2m4ep0juv6/Kindly-click-on-the-link-below-to-avoid-email-shutdown-permanently..paper?rlkey=7f30995o9rkilwcgfiw994g2w&dl=0,1,www.dropbox.com,-1,-1,1,DigiCert Inc,391
https://domappcheckomeg15.web.app/,1,domappcheckomeg15.web.app,-1,-1,1,Google Trust Services,89
ny1.com,0,ny1.com,11109,11324,1,Amazon,395
shopbills.site,0,shopbills.site,-1,-1,0,None,-1
dataimpulse.com,0,dataimpulse.com,6169,6209,1,Google Trust Services,90
thegazette.com,0,thegazette.com,10466,10593,1,GlobalSign nv-sa,180
https://kilkanrisina100288124.web.app/,1,kilkanrisina100288124.web.app,-1,-1,0,None,-1
https://docs.google.com/presentation/d/e/2PACX-1vSuJhsWjBdEkfOaYtdABSzYqHMZWph3bjHvQt6ot-92KKKzCg-Jp9ITPkwZSriRkX1Q2fDU2Gh_4uwy/pub?start=false&loop=false&delayms=3000,1,docs.google.com,-1,-1,1,Google Trust Services,83
https://mhbdj.com/jp,1,mhbdj.com,345,365,1,Google Trust Services,90
calmatters.org,0,calmatters.org,4086,4383,1,Let's Encrypt,89
yango.com,0,yango.com,9297,9861,1,GlobalSign nv-sa,181
https://telstrawebmai1lsupportpluss1.weebly.com/,1,telstrawebmai1lsupportpluss1.weebly.com,-1,-1,1,Let's Encrypt,89
yoshki.com,0,yoshki.com,5837,6209,1,DigiCert Inc,364
indebuurt.nl,0,indebuurt.nl,-1,-1,1,Google Trust Services,90
aswpsdkus.com,0,aswpsdkus.com,2431,2922,1,DigiCert Inc,389
heidihealth.com,0,heidihealth.com,1973,2556,1,Let's Encrypt,89
sodapdf.com,0,sodapdf.com,5812,5844,1,Google Trust Services,90
https://iconixww-62ae3.firebaseapp.com/,1,iconixww-62ae3.firebaseapp.com,-1,-1,0,None,-1
abc13.com,0,abc13.com,9358,9497,1,Amazon,393
https://caseid100961085158510960.web.app/,1,caseid100961085158510960.web.app,-1,-1,1,Google Trust Services,89
explodie.org,0,explodie.org,-1,-1,1,Let's Encrypt,89
https://rallisette.wixsite.com/homespace,1,rallisette.wixsite.com,-1,-1,1,Let's Encrypt,89
stjohns.edu,0,stjohns.edu,-1,-1,1,GlobalSign nv-sa,396
thestreet.com,0,thestreet.com,-1,-1,1,GlobalSign nv-sa,396
https://telstra-104088.weeblysite.com/,1,telstra-104088.weeblysite.com,-1,-1,1,Google Trust Services,90
https://qrco.de/bfIXzB,1,qrco.de,-1,-1,1,Amazon,394
rechargecdn.com,0,rechargecdn.com,1793,1826,0,None,-1
hdpornfree.xxx,0,hdpornfree.xxx,3033,3287,1,Let's Encrypt,89
https://l.ead.me/bfJftF,1,l.ead.me,3621,4018,1,Amazon,394
https://l.ead.me/bfTYHK,1,l.ead.me,3621,4018,1,Amazon,394
githubassets.com,0,githubassets.com,2521,2922,0,None,-1
awsapps.com,0,awsapps.com,5917,6209,1,Amazon,393
https://stashee9.wixsite.com/my-site,1,stashee9.wixsite.com,-1,-1,0,None,-1
https://docs.google.com/presentation/d/e/2PACX-1vSxy-rPxaKzmAbAO1D_zhsjU8aOWtiGPRJhCNPJnkVcJzQZgJzk1iaj7wjubfzcr54wVxLwzBFfafQN/pub,1,docs.google.com,-1,-1,1,Google Trust Services,83
https://share-na2.hsforms.com/1kKU7RwISQiGL1lM9uzTycQ407ye9,1,share-na2.hsforms.com,4383,4748,1,Google Trust Services,90
https://t.co/elD6Bh8KdV,1,t.co,5624,5843,1,Let's Encrypt,89
https://roundcube-5ae8a.web.app/,1,roundcube-5ae8a.web.app,-1,-1,0,None,-1
oraclerealm1.com,0,oraclerealm1.com,1969,2191,0,None,-1
lfyanwei.com,0,lfyanwei.com,2435,2557,0,None,-1
https://pub-8e58c2f1e5a74e889a7c5aa603adea48.r2.dev/infoma.html,1,pub-8e58c2f1e5a74e889a7c5aa603adea48.r2.dev,-1,-1,0,None,-1
http://allegrolokalnie.pl-oferta7190186.sbs,1,allegrolokalnie.pl-oferta7190186.sbs,23,365,0,None,-1
https://droits.typeform.com/to/P21UJBFA,1,droits.typeform.com,8491,11688,1,Amazon,395
amazonsilk.com,0,amazonsilk.com,5145,5479,1,Amazon,394
https://kuconlogin-auth-cdn.webflow.io/,1,kuconlogin-auth-cdn.webflow.io,-1,-1,1,Google Trust Services,90
https://apptuts.bio/angelfatu?gclid=EAIaIQobChMI6ZHZvv_7_AIVBvvICh2t4ACXEAAYASAAEgKHLfD_BwE,1,apptuts.bio,-1,-1,1,Let's Encrypt,89
https://tvnewsjdapp.web.app/,1,tvnewsjdapp.web.app,-1,-1,0,None,-1
https://domappcheckomeg7.web.app/,1,domappcheckomeg7.web.app,-1,-1,1,Google Trust Services,89
https://indec-ar.weebly.com/,1,indec-ar.weebly.com,7113,7304,1,Let's Encrypt,89
strtech.org,0,strtech.org,2845,2922,1,ZeroSSL,90
tclking.com,0,tclking.com,9916,10226,0,None,-1
fox59.com,0,fox59.com,10745,10958,1,Let's Encrypt,89
https://pro111-guardian-cu-technow.web.app/,1,pro111-guardian-cu-technow.web.app,-1,-1,1,Google Trust Services,89
https://upgrading111.wixsite.com/my-site,1,upgrading111.wixsite.com,-1,-1,1,Let's Encrypt,89
use-tencentclb.net,0,use-tencentclb.net,595,1461,0,None,-1
hypotheses.org,0,hypotheses.org,7002,7670,1,Let's Encrypt,89
mnhn.fr,0,mnhn.fr,11219,11323,0,None,-1
corrieredellosport.it,0,corrieredellosport.it,10011,10227,1,Let's Encrypt,89
racgp.org.au,0,racgp.org.au,-1,-1,1,Sectigo Limited,365
netshort.net,0,netshort.net,476,730,0,None,-1
coinex.com,0,coinex.com,-1,-1,1,Google Trust Services,90
https://docs.google.com/presentation/d/e/2PACX-1vRCwwMLGWtFnpEGTwxoFXN_0u1XkMGWFmxnaEVJ7mg5BF2xtqOboy5113dUWDsk-PJcU4sC3NwN91Z4/pub?start=false&amp;loop=false&amp;delayms=3000,1,docs.google.com,-1,-1,1,Google Trust Services,83
craftsy.com,0,craftsy.com,-1,-1,1,Amazon,394
freecharge.in,0,freecharge.in,5822,6574,1,GlobalSign nv-sa,396
ngrok.io,0,ngrok.io,-1,-1,1,Let's Encrypt,89
adnkronos.com,0,adnkronos.com,-1,-1,1,ZeroSSL,90
sparkasse.de,0,sparkasse.de,-1,-1,0,None,-1
healthaffairs.org,0,healthaffairs.org,-1,-1,1,Google Trust Services,90
https://mplimpo-16300.web.app/,1,mplimpo-16300.web.app,-1,-1,1,Google Trust Services,89
xn--r3c5ae4b2c.com,0,xn--r3c5ae4b2c.com,1296,1461,1,Let's Encrypt,89
https://pub-7571f8ffd5b243f892961d4b09c69e36.r2.dev/index.html,1,pub-7571f8ffd5b243f892961d4b09c69e36.r2.dev,-1,-1,0,None,-1
https://pub-e346a5ab36d944a3b44a7d615f335c4d.r2.dev/member.html,1,pub-e346a5ab36d944a3b44a7d615f335c4d.r2.dev,-1,-1,1,Let's Encrypt,89
https://formidablehoopetit.web.app/,1,formidablehoopetit.web.app,-1,-1,1,Google Trust Services,89
dreame.tech,0,dreame.tech,2715,2922,0,None,-1
thetoyshop.com,0,thetoyshop.com,10633,10956,1,Let's Encrypt,89
https://pub-364ea8788b684a76867bee81a5b962c3.r2.dev/index.html,1,pub-364ea8788b684a76867bee81a5b962c3.r2.dev,-1,-1,0,None,-1
my-personaltrainer.it,0,my-personaltrainer.it,7295,7284,1,Amazon,394
https://docs.google.com/presentation/d/e/2PACX-1vR7HGtr7LDEn8ynD8q_gVbD_6VbC9AIGyW4Pdk-lZdhnICg3TRCcuIcERNxLtbQatd7hf1BGrwzhtSf/pub?start=false&loop=false&delayms=3000&slide=id.p,1,docs.google.com,-1,-1,1,Google Trust Services,83
http://allegrolokalnie.pl-oferta75342.rest,1,allegrolokalnie.pl-oferta75342.rest,2,365,0,None,-1
https://qrco.de/bfbP7V,1,qrco.de,-1,-1,1,Amazon,394
mobirise.com,0,mobirise.com,7250,9862,1,Google Trust Services,90
https://pub-381d39c904b34f5f94ecbf00cf635325.r2.dev/linker.html,1,pub-381d39c904b34f5f94ecbf00cf635325.r2.dev,-1,-1,1,Let's Encrypt,89
https://att-auth7637686-75365726-86726262727.netlify.app/,1,att-auth7637686-75365726-86726262727.netlify.app,-1,-1,1,DigiCert Inc,396
https://bit.ly/4cCcRRi,1,bit.ly,-1,-1,1,DigiCert Inc,364
https://bafkreih7uvybroqnttryxb6j4g6y2b3an5qfhvbb5zkdcsqv2tiaxur4xy.ipfs.dweb.link/?Q4Z6X2PJB=P8Q4K2J7XNbGx1Y2lvdXNAZNL9V2KJ7QPXRpc2FsYXQuYWU&amp;mode=retrievalJ3VBX4L2PW,1,bafkreih7uvybroqnttryxb6j4g6y2b3an5qfhvbb5zkdcsqv2tiaxur4xy.ipfs.dweb.link,3128,3287,0,None,-1
duke-energy.com,0,duke-energy.com,10354,10593,1,DigiCert Inc,396
https://bit.ly/4dm8DO3,1,bit.ly,-1,-1,1,DigiCert Inc,364
https://app.jotform.com/251712455392558,1,app.jotform.com,7253,10592,1,Google Trust Services,90
thinkgeek.com,0,thinkgeek.com,9621,9861,1,Amazon,394
gilbarco.com,0,gilbarco.com,11505,11688,1,"GoDaddy.com, Inc.",397
serverdo.in,0,serverdo.in,5174,5844,0,None,-1
torrid.com,0,torrid.com,9235,11688,1,DigiCert Inc,396
https://currentlyatt223.weebly.com/,1,currentlyatt223.weebly.com,7113,7304,0,None,-1
salesforce-sites.com,0,salesforce-sites.com,2368,2922,1,DigiCert Inc,363
kiviads.com,0,kiviads.com,1163,1826,1,Sectigo Limited,366
sex-studentki.live,0,sex-studentki.live,-1,-1,1,Google Trust Services,90
mobsurl.com,0,mobsurl.com,2373,2922,0,None,-1
https://bittemarteelogines.webflow.io/,1,bittemarteelogines.webflow.io,4516,5479,1,Google Trust Services,90
gcd-dns.com,0,gcd-dns.com,1820,2191,0,None,-1
https://docs.google.com/presentation/d/e/2PACX-1vQ57fBH-mQKeLN1WFK596hCl-p9K-6sc4jy4gwDuQVNmKXp4QWx4APedNlWqIpL1JSK6-OE-uOjwod6/pub?start=false&loop=false&delayms=3000,1,docs.google.com,-1,-1,1,Google Trust Services,83
https://extremefishing.ar/connect/,1,extremefishing.ar,-1,-1,0,None,-1
vimm.net,0,vimm.net,9634,9861,0,None,-1
https://goldsmel142fb9.myportfolio.com/,1,goldsmel142fb9.myportfolio.com,10278,10591,1,Let's Encrypt,89
bidgear.com,0,bidgear.com,5133,5479,1,Google Trust Services,90
pinterest.com.au,0,pinterest.com.au,-1,-1,1,DigiCert Inc,391
https://bafkreidhmoehqvbwqgx4gt5kpsk5oyjnd6qdwwkhpg4egocvvubx4tw3r4.ipfs.dweb.link/,1,bafkreidhmoehqvbwqgx4gt5kpsk5oyjnd6qdwwkhpg4egocvvubx4tw3r4.ipfs.dweb.link,3128,3287,1,Let's Encrypt,89
https://allegrolokalnie.pl-oferta918830.cfd,1,allegrolokalnie.pl-oferta918830.cfd,14,365,0,None,-1
bet.com,0,bet.com,10965,11322,1,Let's Encrypt,89
esihs.net,0,esihs.net,4580,4804,1,DigiCert Inc,388
https://bafkreibtkvxt7smjcvx52kzo2tkw7ayxbkiqnnc3vaolwh4nl2nmak5epe.ipfs.dweb.link/,1,bafkreibtkvxt7smjcvx52kzo2tkw7ayxbkiqnnc3vaolwh4nl2nmak5epe.ipfs.dweb.link,3128,3287,0,None,-1
comicbox.xyz,0,comicbox.xyz,2339,2557,1,Let's Encrypt,89
https://sites.google.com/view/orange-aslkdsald,1,sites.google.com,10230,11322,1,Google Trust Services,83
desiremovies.faith,0,desiremovies.faith,51,365,0,None,-1
https://qrco.de/bfMxG7,1,qrco.de,-1,-1,1,Amazon,394
bistudio.cz,0,bistudio.cz,9162,9860,0,None,-1
https://zqwplokes.firebaseapp.com/,1,zqwplokes.firebaseapp.com,-1,-1,1,Google Trust Services,89
cfe.mx,0,cfe.mx,5898,7304,1,GlobalSign nv-sa,180
tlivesource.com,0,tlivesource.com,1373,2922,0,None,-1
http://dlmc72o.cn/koljin/tep/direct/loging/shink=A4MzY,1,dlmc72o.cn,135,365,0,None,-1
https://q-r.to/bfU2Jx,1,q-r.to,-1,-1,1,Amazon,394
https://yogisandyoginis.com/yogisandyoginis/metadata/sitemapproton/yahoo/index.html,1,yogisandyoginis.com,3460,3652,1,"GoDaddy.com, Inc.",365
simplesvg.com,0,simplesvg.com,3148,3652,0,None,-1
mixi.jp,0,mixi.jp,7945,8048,1,GlobalSign nv-sa,386
https://docs.google.com/drawings/d/1kYAs4ndccsvTJxueTJGoLjy7kQJqYHbEnPQAD6iQMVU/edit,1,docs.google.com,-1,-1,1,Google Trust Services,83
farlightgames.com,0,farlightgames.com,1373,1461,1,DigiCert Inc,395
classaction.org,0,classaction.org,9324,11688,1,Let's Encrypt,89
https://docs.google.com/presentation/d/e/2PACX-1vR39-lR27l9G7BFI8C_RZ-20y9woIXBvkbmpxGs-mXnjFh4UO4Uk5TfA8PREAyz6fuHEg4cKre02pKk/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,1,docs.google.com,-1,-1,1,Google Trust Services,83
https://aw9-webde-5ys6hha-wxi-bt.weebly.com/,1,aw9-webde-5ys6hha-wxi-bt.weebly.com,7113,7304,0,None,-1
jcplatform.dev,0,jcplatform.dev,-1,-1,0,None,-1
nsysu.edu.tw,0,nsysu.edu.tw,-1,-1,0,None,-1
https://xn--80abm6aq.xn--p1ai/bitrix/admin//jjdjdd/index.html,1,xn--80abm6aq.xn--p1ai,-1,-1,0,None,-1
https://bttmail.plutio.com/p/form/kZcKAGtYy3xgbithm,1,bttmail.plutio.com,3615,4383,1,Google Trust Services,90
misli.com,0,misli.com,7905,8766,1,GlobalSign nv-sa,384
https://choix.programme-jour.com/colis,1,choix.programme-jour.com,86,365,0,None,-1
https://kjgggdome.weebly.com/,1,kjgggdome.weebly.com,7113,7304,0,None,-1
https://server-networksolutions.web.app/#adsf@adsf.com,1,server-networksolutions.web.app,-1,-1,0,None,-1
weatherspark.com,0,weatherspark.com,5499,5844,1,Amazon,395
smashingmagazine.com,0,smashingmagazine.com,6964,7305,1,Let's Encrypt,89
https://noreply-avisosb10.dynalias.com/?email=rand-taxa-ma@sendbr7.com&amp;k60suwmzt,1,noreply-avisosb10.dynalias.com,-1,-1,0,None,-1
mcdlv.net,0,mcdlv.net,-1,-1,0,None,-1
https://xmyrkhbwjkes.com∕xmyrkhbwjkes∕xmyrkhbwjkes∕xmyrkhbwjkes@mango-odut-5bxb.345fq3e7.workers.dev/,1,mango-odut-5bxb.345fq3e7.workers.dev,-1,-1,1,Google Trust Services,90
https://l.ead.me/bfJ13y,1,l.ead.me,3621,4018,1,Amazon,394
https://docs.google.com/presentation/d/e/2PACX-1vTbnn_LFQTx9uEYJLJSV-OOv_9xaeLzeuCNFrhO3DzBJZxlL9c9ideoIbEsUxSN0UY4BC0my4PJBMmk/pub,1,docs.google.com,-1,-1,1,Google Trust Services,83
nsdl.com,0,nsdl.com,9933,12052,0,None,-1
rowan.edu,0,rowan.edu,-1,-1,1,Internet2,365
https://new.express.adobe.com/webpage/TRWbqiDhFHeon,1,new.express.adobe.com,14185,14425,1,Amazon,394
https://lgxtmd.cn/JA,1,lgxtmd.cn,104,365,0,None,-1
https://hotm.art/HbPrlkjX,1,hotm.art,-1,-1,1,Amazon,394
https://keepo.io/UPDEING,1,keepo.io,1749,2191,1,Amazon,393
khatrimaza.boo,0,khatrimaza.boo,-1,-1,0,None,-1
https://l.ead.me/bfH6zl,1,l.ead.me,3621,4018,1,Amazon,394
alternate.de,0,alternate.de,-1,-1,1,Google Trust Services,90
deodap.in,0,deodap.in,2008,3287,1,Google Trust Services,90
http://allegrolokalnie.pl-oferta9646498.sbs,1,allegrolokalnie.pl-oferta9646498.sbs,9,365,0,None,-1
https://l.ead.me/bfGxa2,1,l.ead.me,3621,4018,1,Amazon,394
ayetstudios.com,0,ayetstudios.com,4307,4383,1,Let's Encrypt,89
http://pub-86ffae7269a1476ea6a73ebed3540b2c.r2.dev/145131.html,1,pub-86ffae7269a1476ea6a73ebed3540b2c.r2.dev,-1,-1,0,None,-1
head.com,0,head.com,9852,9861,1,Sectigo Limited,395
openbsd.org,0,openbsd.org,10934,12418,1,Let's Encrypt,89
go-esim.com,0,go-esim.com,3058,3287,0,None,-1
krskstate.ru,0,krskstate.ru,9038,9132,0,None,-1
mangamirror.com,0,mangamirror.com,1485,1826,1,Google Trust Services,90
https://qrco.de/bfE0pT,1,qrco.de,-1,-1,1,Amazon,394
avg-it.ru,0,avg-it.ru,5201,5479,1,Let's Encrypt,89
adbtc.top,0,adbtc.top,3301,4017,1,Google Trust Services,90
deeparc.net,0,deeparc.net,3310,3652,0,None,-1
https://allegrolokalnie.oferta-9923050.shop,1,allegrolokalnie.oferta-9923050.shop,-1,-1,0,None,-1
earnest.com,0,earnest.com,10547,10590,0,None,-1
aisee.tv,0,aisee.tv,3772,4383,0,None,-1
https://docs.google.com/presentation/d/e/2PACX-1vRezPt-M-ONBYkrSFdVNU5mpxZ0BMYlnkqBNN-K7aAWsiSMVgDBXmhaGEZ1bF2dVaCvqRMKShFxgyVz/pub?start=false&amp;loop=false&amp;delayms=3000,1,docs.google.com,-1,-1,1,Google Trust Services,83
sulasok.win,0,sulasok.win,-1,-1,1,Google Trust Services,90
porncamxx.com,0,porncamxx.com,-1,-1,1,Google Trust Services,90
https://coinbase-wallet--ext.pages.dev/,1,coinbase-wallet--ext.pages.dev,-1,-1,1,Google Trust Services,90
driftpixel.live,0,driftpixel.live,-1,-1,0,None,-1
https://ens-metamask-sso.pages.dev/,1,ens-metamask-sso.pages.dev,-1,-1,1,"CLOUDFLARE, INC.",90
sports-cube.com,0,sports-cube.com,4972,5114,1,Let's Encrypt,89
https://www.roblox.tc/users/2202128448/profile,1,www.roblox.tc,423,730,0,None,-1
tencent-cloud.net,0,tencent-cloud.net,4857,7940,0,None,-1
https://docs.google.com/presentation/d/e/2PACX-1vSRCOyf-UuYJ_4l9z-1G6GyJXDn5cIN5Iu9nCObu-TIsCwcR0S6ohrPEZir8cSqaDqJlaSNAgwgCv6N/pub?start=false&amp;loop=false&amp;delayms=3000,1,docs.google.com,-1,-1,1,Google Trust Services,83
atman.pl,0,atman.pl,9059,9495,1,Google Trust Services,90
https://qr.paps.jp/H8bjK,1,qr.paps.jp,3068,3291,1,Let's Encrypt,89
lut.fi,0,lut.fi,-1,-1,0,None,-1
withpersona.com,0,withpersona.com,-1,-1,1,Google Trust Services,90
https://docs.google.com/presentation/d/e/2PACX-1vQn03o78OOJqfg9wuO5Jc6EPNXZgvZahucr7XaeX5LMhHs43kIs2zV2qK1v7Mska_woaUHyZWEnl3DV/pub?start=false&loop=false&delayms=3000,1,docs.google.com,-1,-1,1,Google Trust Services,83
http://allegro.pl-ofertx53647511.shop,1,allegro.pl-ofertx53647511.shop,-1,-1,0,None,-1
theonion.com,0,theonion.com,-1,-1,1,Let's Encrypt,89
borgenproject.org,0,borgenproject.org,8056,8401,1,Let's Encrypt,89
https://docs.google.com/presentation/d/e/2PACX-1vSfaJ8EjAyZpAwF8zFVwCfcsGwGLPi5HFZI4_YRnl3aYN95DT87uBXdlDVLnZkJhKuO20F4tAFR7M8B/pub?start=true&loop=false&delayms=3000,1,docs.google.com,-1,-1,1,Google Trust Services,83
lauphooy.com,0,lauphooy.com,87,365,1,Google Trust Services,90
reprap.org,0,reprap.org,-1,-1,0,None,-1
cdnhwcgqa21.com,0,cdnhwcgqa21.com,1309,3652,0,None,-1
familyhandyman.com,0,familyhandyman.com,10782,10957,1,Google Trust Services,90
http://allegro.536721.shop/,1,allegro.536721.shop,5,365,1,"CLOUDFLARE, INC.",89
diditaxi.com.cn,0,diditaxi.com.cn,4572,4748,1,"DigiCert, Inc.",392
https://l.ead.me/bfSHFp,1,l.ead.me,3621,4018,1,Amazon,394
com4lease.com,0,com4lease.com,4195,4383,0,None,-1
https://docs.google.com/presentation/d/e/2PACX-1vSprrMuq6m7bQS0W5AS1IYQYetsD3k-fLAgiIsQ1hma_O2RkXHC6tM3N7qabl-SggmPSbJh0SthtHAs/pub?start=false&amp;loop=false&amp;delayms=3000,1,docs.google.com,-1,-1,1,Google Trust Services,83
https://docs.google.com/drawings/d/1mKZB7PjQ5CM_YdhQWJH8PnEPL8YJkFnML1Om_YPpdFU/edit,1,docs.google.com,-1,-1,1,Google Trust Services,83
https://docs.google.com/presentation/d/1buj6YWtU8g14XPd1VCwAawLib5OVAtjyEU8jIyQTEq8/pub?start=false&amp;loop=false&amp;delayms=3000,1,docs.google.com,-1,-1,1,Google Trust Services,83
libro.fm,0,libro.fm,4598,5113,1,Amazon,393
awsdns-37.co.uk,0,awsdns-37.co.uk,5447,5844,0,None,-1
inderscience.com,0,inderscience.com,10426,10593,1,DigiCert Inc,383
leavenworth-net.com,0,leavenworth-net.com,10758,10957,1,Google Trust Services,90
enchantedlearning.com,0,enchantedlearning.com,10888,10957,1,Google Trust Services,90
https://qiangxian.cc/ETGate/#/,1,qiangxian.cc,352,365,1,Google Trust Services,90
https://chanjcamsdri.firebaseapp.com/,1,chanjcamsdri.firebaseapp.com,-1,-1,1,Google Trust Services,89
http://allegrolokalnie.ver2194-id74106-cfi819u-cid71092.shop,1,allegrolokalnie.ver2194-id74106-cfi819u-cid71092.shop,51,365,0,None,-1
https://l.ead.me/bfIHyL,1,l.ead.me,3621,4018,1,Amazon,394
https://qrco.de/bfHfcb?click?s=mXrA1M&amp;li=%7bLIST_ID%7d&amp;e=N&amp;unsubcribe=abuse@att.net&amp;p=ankthyN9&amp;id=G6XJLKACLIHRC2DYYNTTVLGAU5ZHM6WATMF9IKBSA9GNRAW6YD?td4milprjr3feymwgyonxxrwmh1tks8xb0y9nt0ogdyzxo8inl6ovapjgxxscu7mjfqpzyjlnhbgmoslffcrp6bywok4ou9da5l2&amp;stpe=default,1,qrco.de,-1,-1,1,Amazon,394
filelist.io,0,filelist.io,1991,2922,1,Google Trust Services,90
https://64464id.weebly.com/,1,64464id.weebly.com,-1,-1,0,None,-1
